Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed
2,Chocolate,2,247,265,1,3,7,0,1,1,2,2,2,1,1,0,41401,59de2a27de0d45ad9a3c3b21f618065b,0,"##yeay Chocolate has been adopted as well by a beautiful doctor, Surita all the way to Johor. I'm so happy for my baby. :):):) #already been booked I'm trying to find a new home for this baby asap because I could no longer take care of him. I have few cats already. And the mother had given birth to this boy. I also need to let him go asap because I'm going to neuter the mother. He has started eating but still once in a while having breastfeed from the mommy. That""s why i need to let him go. This baby is very active and playful. But a little bit shy. If there is any loving person who could take care of this kitty, please adopt him and kindly call me asap. Thank you. :)",9fceca5de,3.0,1
1,Trophy,24,307,0,2,1,5,6,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Trophy is either a lost or abandoned pet. we can't track his owner and would like to find him a new home. He is smart and a very good natured dog. Gets along well with most dogs. His best friend is Beanie and if possible, please adopt both together. Please call if you can give him a good home.",c924a03e8,11.0,4
1,,12,307,0,2,7,0,0,3,1,3,3,3,1,1,0,41401,1e9041ee35f519426f90c0b56645e4fe,0,Active and playful with beautiful fur,4f7fc967a,3.0,4
1,Mora,36,218,72,2,1,2,7,1,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Mora's mother is a terrier-corgi cross but her dad is unknown. She is very nervous and wary of strangers and will need space and time to get to know someone. A secured yard is the best place to let her roam and adjust herself until she gains confidence, which could take weeks. She is a very easy dog to care for, a daily meal and a cage for her to hide in when she is scared. Seldom bark and independent. Mora has mesmerizing black eyes, short legs and is small to medium size, around kgs. She has very unique black and brown markings over her body and face. If you love dogs and have the space and patience for her, please give her a chance. She is a lovely dog once you get to know her. Please call for details.",172c8129a,5.0,4
2,Mommo Family,12,266,285,3,1,2,0,2,3,2,2,2,1,4,0,41401,4b3766d47598f2d53a0c73e218ef1651,0,"this is really hard for me. but since im pregnant, i caoont keep a lot for cat in house. please any kind person adopt my baby. mommo with 3 baby. must adopt all 4 because the baby still need their mommy.",2d7a45689,4.0,1
1,Kai Puppies,1,307,0,3,1,2,5,2,2,2,2,2,1,5,0,41326,db784cbcf321e1d8856b312638b94113,0,one of the strays we feed gave birth to 5 puppies. 4 males and 1 female. 2 of them looks like Dalmation-mixed. they are up for adoption! Lester Jenny will you adopt them? ================================================== Adopters are required to vaccinate and neuter them. ==================================================,9d87fbd92,11.0,2
2,Boceyyy,6,276,0,1,1,0,0,2,2,2,2,2,1,1,50,41326,966c41ae3a2427fd7882e899525f8b4e,0,"Pls adopt this cat, mix maincoone, so active...i have to let go bcause so busy lately....cod at putrajaya...do call or whatapps me if interested...",3b3b37546,2.0,1
1,Kelly,3,307,0,2,2,7,0,2,1,2,2,2,2,1,100,41326,bc5556551a6bf835b93e98594047f062,0,"She's being knocked down by a motorcycle and being rescued by us on 25 Dec .As a result, she's having a bit jaw dislocation and eat soft food currently. Vet has told us to feed her soft food for 1-2 mths. Although she's a strayed dog, but she seems like enjoy taking bath and stay with us indoor.",998de7b77,3.0,4
1,The Chubby Cikus,0,307,0,3,2,5,0,2,1,2,2,2,1,7,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,"This litter of fatties was rescued from an used car parking lot next to an office building in Klang. They are now under my care in USJ 1.There were originally 10 but 3 have been adopted. Currently there are 2 males (1 cream and 1 brown) and 5 females (4 cream, 1 brown). There is no adoption fee, however, interested adopters must carry out their vaccination and deworming a.s.a.p. and preferably agree to spay them when old enough. We can arrange for our regular vet at Taipan USJ, to provide spaying at cheap rate of only RM. This is much cheaper than most vets where price is usually at least RM or more. Amount shall be paid to vet upon adoption and just show the receipt when pup is old enough for spaying to do the procedure",9495fed48,9.0,3
2,Lulu,2,266,264,2,7,0,0,1,1,2,2,2,1,1,0,41401,59de2a27de0d45ad9a3c3b21f618065b,0,"Lulu needs to find new home where she can give joy to her new owners. Lulu has two different eye colours. One side is blue one side is yellowish. She has a longgg tail :) **already being booked. Going to be adopted today. A lot of people were asking about her but I always treat on first come first serve basis. Tq ***already adopted by a loving family with wonderful kids and cat :)) Lulu will definitely going to have the best time of her life with her new family and her new companion, Miko. :')",18751b49e,4.0,1
2,,2,265,265,3,1,2,5,2,2,2,2,2,1,5,0,41401,400ccc2c3a18bd1750e2c194643ac2f9,0,"We rescued the pregnant stray cat on the 3rd Oct. Came home to find it soaked to the bone (cos it was storming), bloodied and frightened. It seems that neighborhood males were after her newborn kittens. Managed to save 3 of her kittens and then she had 2 more. Since then, they had been with us. Kittens are playful, cute and fluffy. I don't know the exact breeds but their mom have medium length fur. Looking for loving homes for them.",603d1d51c,4.0,1
1,Minnie,2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,74ef8f471a6f170ca4a94fa7a8a26498,0,"Suspected the mother was abandoned after getting pregnant and had give birth to 10pups at a construction site. Story can be found at following link: However only 3pups (Mickey, Minnie, Donald) survived due to serious flu, and now they are healthy and ready to be adopted to a loving home. 1) GENDER: Female(Minnie) 2) AGE : Approximately 2months 3) VACCINATED : No, too young 4) DEWORMED : Yes 5) SPAYED / NEUTERED : No, too young 6) LOCATION : Can be arrange 7) ADOPTION FEE : None, but with condition that it must be neutered.",fb570c67a,2.0,4
2,Leo,1,266,0,2,1,2,3,1,1,2,1,2,1,1,0,41326,49b5b04692a79f4062172abba3d9c8ff,0,"Hi ! My name is Leo. I was rescued by a cute college girl from a tree near Gombak. That cute girl cannot bring me to her college so she bring me to a pet shop worker to be my fosterer for a time being. My fosterer call me Leo because my fur is like a tiger. Rawr ! I eat like a tiger and i play a lot too. I am a cheeky yet loving kind of kitty. I also love to clean myself so that my future mummy and daddy will love my clean fur. Hihi. I love to sleep near people because it's soo comfy. I was also trained by my foster mummy to use litter box ! Yay ! I hope to have a forever home so that i can love and be loved by them until the end of my life. I am sorry if I'm a bit naughty, but I promise to be a good Leo as possible :p If you are interested to give me a forever home, you can contact my foster mummy as soon as possible because i can't wait to meet you ! :D (Nadhira) T&C : MUST vaccine Leo MUST be neuter when Leo is 6 months old Keep in touch with fosterer to update about Leo (please please please dont dissappear after you take Leo from me) Probation period for TWO weeks. If Leo is not suitable for you or you cannot love Leo will all your heart, you can always give Leo back to me. Don't wait until Leo suffer. *it takes time for Leo or any other cats to get use in the new environment and new friends. Don't give up on Leo just because the senior cats in the house don't like Leo for the first few weeks. *i will sponsor either one vaccination or neutering cost on the arrangement.",c05a85bbb,4.0,1
1,Money,42,307,0,1,2,0,0,3,1,2,2,2,2,1,0,41327,9a787df6020bce5b19ecdcbe8ae8c9d5,0,"It is a male mix breed dog. It is quiet and well-behaved. Although it is haven't vaccine, dewormed and nueter yet. But I will use the fund that I raise for it to bring it to vaccine, nueter, rabbies and dewormed after you adopted it. So you will not need to take out any money to help it in vaccine, nueter and dewormed.",1a90a4805,3.0,4
2,Cuttie,2,266,0,2,1,7,0,1,1,2,1,2,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,"Adopters must vaccinate,neuter and keep kitten indoors. Call/whatsapp: One Petz 2-1-20 One Square, Tingkat Mahsuri 1, Bayan Lepas, Penang.",ee01c4e6c,3.0,1
2,Koko,9,265,0,1,3,0,0,1,2,2,2,2,1,1,0,41401,42da866bfd42e5d8abee742ba703f38c,0,"very good condition, healty and active.toilet trained.any information call me ASAP to find new owner",d229effbf,4.0,4
1,Speckle,2,307,0,1,2,3,7,2,1,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,"Speckle is a very unique multi coloured dog . There are 2 of them, 1 female and a male. They are very calm and sweet in nature. Speckle can be viewed in Ampang. Call to view. You wont regret it,.",2ad6c7675,4.0,3
2,KECIK,2,265,0,2,1,4,7,2,2,2,1,3,1,1,0,41326,167119eeb94dec6c615c602952c527c8,0,"KECIK di buang di kedai makan bersama 2 lagi adik beradik. KECIK baik. Lemah lembut. Cantik. Berbulu semi long hair. Tak banyak ragam. Suka bermain dan lincah bermain. Jarang bergurau dengan yang lain. Cuma suka bermain dengan mainan terutama stick. KECIK ekornya lurus, tirus & panjang. Itu yang buatkan dia cantik. Corak dan color bulu pun cantik. KECIK betina. Kepada keluarga baru, sy minta tolong agar dia di mandulkan bila umur dia sesuai nanti. Jadilah penjaga yang bertanggungjawab sepenuhnya pada KECIK. Jangan di sia siakan hidupnya sebagaimana tuan nya yang dulu. Bukan wang ringgit yang saya minta. Cukup sekadar menjaga KECIK dengan penuh kasih sayang. Usah ditambah lagi bilangan Stray yang ada. Kerana mereka cukup derita hidup geladangan. Pada sesiapa yang sudi ambil KECIK sebagai penyeri rumah dan keluarga, sudi sudi la hubungi saya. Call/sms/whatsapp shj..",5458f8a35,5.0,2
1,Britney,84,205,0,2,2,3,7,1,1,1,1,2,1,1,0,41326,18144ec3c93ac18c8571a5eb9893f345,0,"Shih Tzu is a healthy, adorable and lovely dog. Very friendly and playful creature. It is able to spice up ones' life. Welcome to view the truth.",93e53882d,1.0,1
2,Klang Nomad,3,265,0,2,1,4,7,1,2,2,2,2,1,1,0,41326,c7812697fa232d2ccef9e3263f018749,0,"This the last remaining kitten that needs a good, loving home to shower it with love, care & attention. It is adorable and the fur is velvety soft. Its mother is a persian mixed cat. It lives on the streets near a construction site (very dangerous place for a kitten) and I feed it everyday. Tried to adopt it myself but my cat got very aggresive and wasn't having any of it! I live in klang but I don't mind meeting halfway to hand over the kitten.",fab074a0d,1.0,4
1,LOVELY,3,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,90191b06d602e8d45b4ce25dd22c6a3e,0,"This lovely girl was rescued from under a container, it was like a huge microwave oven. Some mischievous person has tied her with raffia string to the container... she was so dehydrated and fainting. Anyway, she is now with the vet and in good health and looking for some kind soul to give her a love and a good home. thanks... god bless.",0eba510fc,3.0,2
2,Tommy And Little,4,266,0,1,1,2,7,1,2,1,1,2,1,2,0,41401,57c3fa5b1aa05c8aa232b99a6b067019,0,"Tommy and Little is active male kitten, obey rules and well mannered, both of them are cage during the night, eat good food and well trained litter.",6090e5de6,1.0,4
2,,17,266,0,2,1,2,7,2,1,2,2,2,1,1,0,41326,858fae7f07aa21a16b1db8c4dbd325b2,0,"for those who interest to adopt, please contact me at- (whatapps/sms/call). Location Petaling Jaya - Klang Age : 1 yr + Vaccinated: No Dewormed: No Spayed/Neutered: No Health Condition: Healthy",da928b2cd,1.0,4
1,Brim,11,307,0,1,1,5,0,2,1,1,1,2,1,1,0,41330,3daa217c112ec389e64f5d408df31b95,0,"Brim (short for Brimstone) was rescued by me three months ago. I found him near death and with severe, chronic mange, ticks, ulcerated wounds, an ear abscess and severely malnourished. After a few weeks of patient, loving kindness and veterinary attention he is now a very healthy, lively dog with a gentle nature. Brim is a special dog with an unusually gentle nature. It appears Brim may have been abused before being thrown into the street. He is shy around strangers and becomes nervous with loud noises. He would NOT be suitable as a guard dog. His temperament is too soft but he will make a great family pet and so I'm looking for a genuinely loving person or family willing to give Brim a lot of love and freedom to run around. Ideally this would be in a quiet part of the country or in a home with a large garden. I have started training him. He's now house trained, sits and comes on command and will leave the room when told to do so. He is also leash trained and will walk to heel. As I am only visiting Malaysia I need to find Brim a suitable home as a matter of urgency. If interested please email or phone [no messages please].",1bd200942,5.0,4
1,Bailey,36,307,0,1,5,7,0,3,2,1,3,3,1,1,0,41401,f8e972dc326366102ee86226d25058ad,0,I am here to look for dog lovers out there that would adopt this sweet little doggie and wish we could find him a new and warm home. Kindly inbox me if you are interested to adopt.,1bf044649,1.0,4
1,Bunny,10,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41401,5c4575fb03c90d927b819d828c0db5c4,0,"Hi all gohgoh and jehjeh, my name is Bunny and I was born and grown up at a factory area about 10months ago. The owner of the factory has been feeding me and my mommy in the past however due to some unforeseen circumstances, the owner is closing down his business. The owner daughter brought me and my mommy for spayed and found a forever home for my mommy and a temporary foster home for me. I am an active and alert dog, my rescue sister said I am a very good guard dog (oh, not to mention I'm super manja!!). I loves being around with my human family and loves my foster sisters (we are best buddy!). As much as I am healthy mentally and physically, i do have some skin rashes and red dots on my body. I will need medication for this condition until some bad bacterias in my body is fully killed. Please give me a forever home and I promise, i will surely repay you with all my loves *woof*",997653f86,4.0,4
1,Patch,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,db074452bb73381b1236337fbe9a5038,0,"My colleagues found a box of 5 newborn puppies on a roadside. While asking around for help, we decided to foster them. Sadly 4 of the puppies passed away, one after the other 2 weeks later. Patch here is our fighter, a survivor who has beat all odds to thrive into the cheeky puppy that is she now. She just got her first vaccination, and several deworming jabs (she has a fungal/worm problem; which was probably the reason her siblings died. Most likely due to being separated from their mother too soon). We will get her spayed, as soon as it is possible. In the meantime, would anyone like to adopt this feisty, playful pup? It would be great if we can find a loving forever home for her.",41e4cc1de,2.0,2
1,Teddy,3,207,0,1,1,2,0,1,3,1,1,3,1,1,750,41326,d03a75a35edc98d0c4eaab6cc0157d0b,0,"he is the best breed of the so you can train him easily. He is very playful.toilet, sit, come and jump trained. Moreover, his color will change to silver color when he grown. I don't have enough time to care him. He deserve to have a good family.",c30dd6e9a,2.0,1
2,Gandalf The Gray,3,264,292,3,1,4,6,1,2,2,2,2,1,4,0,41326,3c0800de21bf2b2350a7afc9da16d1b2,0,Cute and fun kitten. Location Bandar Baru Ampang,351eefe3e,5.0,3
1,C1C,2,307,307,1,2,0,0,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,Dog 4 Adoption,2401dd6df,5.0,3
1,Brownie,5,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41336,d3f153ce5396d2317fbf69e2a00fa710,0,"Safe from a new development area in Johor Bahru, Gelang Patah construction site. She was given a name, Brownie. Very playful Eats well Would not run away from you. (Consider loyal after taking care of her for a few days) She needs love.",e8fdeb33e,3.0,4
1,Boy,12,307,307,1,2,0,0,2,2,1,1,1,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,6a546bfb7,1.0,3
1,Rocky,2,307,0,1,2,0,0,2,1,2,2,2,1,1,20,41327,7ed6d84e2e6879245e55447aee39c328,0,The lil' puppy is currently taking shelter at SPCA Seberang Perai. Those interested to adopt him may contact us via email.,acf9a72ca,1.0,2
2,Walker,2,266,0,2,1,6,0,2,1,3,3,3,1,1,0,41326,3d9b0fab642fa4677d9640fca53e3a6a,0,"Walker was rescued from a group of stray dogs who was throwing her around like a rag doll, she had no serious injuries just a minor limp on her hind leg. We had nursed her back to health and we had always cheered her to walk well hence the name Walker was born as she started walking back normally and even jumping around giddily now. She has turned out to be a fun boisterous loving kitten who loves to be petted and talked to. She is a cute little bossy kitten who is definitely vocal in letting her know what she wants. She even does not complain during her baths and loves watching the TV.She just needs a wonderful loving family out there who will care for her and talk to her.",8960dc21e,0.0,4
1,Brinda & Daisy,1,307,307,2,1,2,3,1,1,3,3,3,1,2,0,41326,a1d05d8b7a267cca9cfef3f885afa9a4,0,"Two beautiful puppies for an adoption. I'm finding for a responsible and caring person to take care of these puppies. Both are female by the age of 1 Month and was found nearby wastage area. You may call me or text me at (Rishen)(Balan) Please help me to share this. Location for adopt this puppies at Cheras, Selangor",9bd70dc2b,5.0,1
2,Tom,12,265,265,2,1,2,7,2,2,3,3,3,1,1,0,41324,7d6435989d7f2adf802e3ee53709b12c,0,so indulgent,feec7a438,1.0,4
1,BEARRR,3,307,307,3,2,5,0,2,1,1,1,3,1,4,0,41326,a7dae152fa36d4dd1503c7001f6ceca1,0,These 4 cutie pie puppies were found as strays in Kayu Ara. They are currently staying with Burmese mechanics who loved them lots but have no fund and time to take care of them. They are very playful. You may adopt one or more than one as they get along each other well. These puppies will definitely grow up to a loyal companion for those who love dogs =),596d784b2,3.0,2
1,,1,307,307,2,1,2,5,2,1,2,2,2,1,4,0,41326,0bcf828f60f0c1f2d92b3e9f7f755da6,0,"Four (4) Puppies, all females, looking for new homes. My mechanic found them abandoned near his workshop. Puppies are in good health and very playful. Mechanic is temporarily housing them in his workshop. Urgently need new owners...",bddc0b2c7,4.0,3
1,Mayo  Puppies,3,307,0,3,1,7,0,2,2,1,1,2,1,2,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,There were dumped together wth their siblings in front of a vet clinic by an irresponsible person who didn't spayed their mother.Very intelligent and healthy. Hope can open yr heart and gv them a place called home. Interested to adopt pls contact  or Mayo veterinary clinic,c54b26d73,2.0,3
1,Kent,48,307,0,1,1,2,0,2,1,2,3,2,1,1,0,41327,3c082be835d041d5632b55c4ab6223e1,0,"Kent came to me a one and a half years ago, was very dirty and full of ticks. Today, he is clean with weekly bath and I allow him to run free around. He plays with BoBo most of the time.",51d880078,2.0,3
2,Waffle & Pancake,1,265,266,3,1,6,7,1,2,2,2,2,1,2,0,41326,1565d406c559212ca01bba319c615c1f,0,"Mum cat brought her babies to live under my patio this afternoon! They are very cute balls of fur. I let them stay there, there's auto-milk nursing by mum cat for their good, she has access to them anytime over the fence. I made a provision of mat, water bowl, kibbles and litter tray for their safe stay. I wish for both of them to be adopted together. Persons wishing to adopt must comply to the usual requirements before making enquiry please. thank you. 1)deworming, initial vaccinations 3x (follow up yearly) 2) neutering by age of 5-6 months 3) lots of TLC. You may text or email to me, I reply ASAP. Thanks for viewing their profile.",67e8df1d3,16.0,1
1,Unnamed,2,307,307,2,3,0,0,2,1,1,1,2,1,2,150,41401,2095c36670e074316d4a110ea3667983,0,"Both these cuties were left to die by some unresoonsible person. We saw them shivering in the rain with no food and water. Rescued them, took them for full medical checkup, vaccinated n dewormed. Now they are ready for adoption. We can't keep them too long as we live in an apartment. Please help give them a good home and shower them with love",94afcd90c,5.0,3
1,Coca,1,307,0,2,1,7,0,2,2,2,2,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,"She and her siblings were given birth by their mother dog who was a house dog of a pork seller in the market. Recently a relative of his has given him a Golden Retriever, he decided to dump their unspayed mother who is not a pedigree. No caging or tying for long hours except for precautionary purposes. Commitment to spay her is compulsory Serious adopter pls call me or ",f1dc8864e,4.0,2
1,Xiao Bai Looking For New Home,3,307,0,1,2,7,0,2,2,1,1,2,1,1,0,41336,8eff5bfbfb85b607ccc8bc92b41a088e,0,Born on 08 Mar as a street dog with 7 sibling. Rescued together with mother and sibling. The first adopter had vaccinated him but unfortunately can keep him anymore due to family problem. I'm temporary keeping him. Adopter must bring him for 3rd injection immediately. Black shadow on eyes. We always said he never sleep well. :) Learned basic command like Sit; Hand. Learned to poo outside of house from mother. Adopter background must be checked and filter before releasing him for adoption. My phone not always stay on network. WhatsApp me at,d1632981e,3.0,3
1,Max,36,20,0,1,1,2,7,2,1,1,1,2,1,1,550,41401,a68211a6136cd8c931bf96cea55ba801,0,"Max is an healthy, active and very adorable dog. He know basic command and was toilet trained. Max is not a guard dog and he need companion. He is playful and active. When owner is busy, he know to play with his toy and he is happy when u spend time with him. Letting go because have not enough time to take care him. Please call me if you are a serious dog lover. Adoption fees is applies.",3e411bd12,3.0,4
1,Cutie Mimi,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41401,459c315c3bc47ca6e17c12beb9bb82ef,0,"Mimi was rescued by us, together with her three siblings and mum, from the street when she was one-week old. We've been fostering the family for two months and she's now ready for adoption. Her other siblings have been successfully rehomed. She's an adorable and playful puppy. Excellent as a companion and pet. She's also been trained to poo and pee in toilet and on grassy area. Please consider giving her a forever home.",63f2faf77,1.0,4
